  Frames  Seconds        Occurrences                    PDF                    CDF                  1-CDF              1/CDF               1/(1-CDF)
    3918  65.3000  14624486462878314  7.927949997268759e-04  1.651692028271234e-01  8.356235921726035e-01               6.05                    1.20
    3919  65.3167  14666616361411587  7.950788661026944e-04  1.659642816932261e-01  8.348307971728766e-01               6.03                    1.20
    3920  65.3333  14708714669909738  7.973610199792774e-04  1.667616427132054e-01  8.340357183067739e-01               6.00                    1.20
    3921  65.3500  14750780538910891  7.996414153072044e-04  1.675612841285126e-01  8.332383572867946e-01               5.97                    1.20
    3922  65.3667  14792813120543231  8.019200061232523e-04  1.683632041346358e-01  8.324387158714874e-01               5.94                    1.20
    3923  65.3833  14834811565048334  8.041967463619245e-04  1.691674008809978e-01  8.316367958653642e-01               5.91                    1.20
    3924  65.4000  14876775001181660  8.064715887929599e-04  1.699738724697907e-01  8.308325991190022e-01               5.88                    1.20
    3925  65.4167  14918702578381292  8.087444873073047e-04  1.707826169570980e-01  8.300261275302093e-01               5.86                    1.20
    3926  65.4333  14960593449851972  8.110153960000958e-04  1.715936323530981e-01  8.292173830429019e-01               5.83                    1.21
    3927  65.4500  15002446768161411  8.132842689319369e-04  1.724069166220301e-01  8.284063676469019e-01               5.80                    1.21
    3928  65.4667  15044261660492969  8.155510587873429e-04  1.732224676808174e-01  8.275930833779699e-01               5.77                    1.21
    3929  65.4833  15086037277663006  8.178157195319768e-04  1.740402834003494e-01  8.267775323191826e-01               5.75                    1.21
    3930  65.5000  15127772770501030  8.200782051322138e-04  1.748603616054816e-01  8.259597165996506e-01               5.72                    1.21
    3931  65.5167  15169467291103766  8.223384696231252e-04  1.756827000751047e-01  8.251396383945184e-01               5.69                    1.21
    3932  65.5333  15211119989889971  8.245964669488196e-04  1.765072965420535e-01  8.243172999248953e-01               5.67                    1.21
    3933  65.5500  15252729995392106  8.268521498669470e-04  1.773341486919205e-01  8.234927034579465e-01               5.64                    1.21
    3934  65.5667  15294296456703116  8.291054722497436e-04  1.781632541641702e-01  8.226658513080796e-01               5.61                    1.22
    3935  65.5833  15335818527473931  8.313563882165343e-04  1.789946105523868e-01  8.218367458358298e-01               5.59                    1.22
    3936  65.6000  15377295360429397  8.336048518364410e-04  1.798282154042232e-01  8.210053894476133e-01               5.56                    1.22
    3937  65.6167  15418726082523720  8.358508157815564e-04  1.806640662200048e-01  8.201717845957768e-01               5.54                    1.22
    3938  65.6333  15460109844340011  8.380942340048987e-04  1.815021604540097e-01  8.193359337799953e-01               5.51                    1.22
    3939  65.6500  15501445796978341  8.403350604875104e-04  1.823424955144972e-01  8.184978395459903e-01               5.48                    1.22
    3940  65.6667  15542733092517421  8.425732492634865e-04  1.831850687637607e-01  8.176575044855028e-01               5.46                    1.22
    3941  65.6833  15583970881551000  8.448087542864218e-04  1.840298775180471e-01  8.168149312362394e-01               5.43                    1.22
    3942  65.7000  15625158292400422  8.470415283025216e-04  1.848769190463496e-01  8.159701224819529e-01               5.41                    1.23
    3943  65.7167  15666294473782866  8.492715251636518e-04  1.857261905715133e-01  8.151230809536504e-01               5.38                    1.23
    3944  65.7333  15707378579819152  8.514986990146101e-04  1.865776892705279e-01  8.142738094284867e-01               5.36                    1.23
    3945  65.7500  15748409759581000  8.537230037264820e-04  1.874314122742543e-01  8.134223107294721e-01               5.34                    1.23
    3946  65.7667  15789387143411528  8.559443921550736e-04  1.882873566664094e-01  8.125685877257457e-01               5.31                    1.23
    3947  65.7833  15830309881961237  8.581628182570561e-04  1.891455194846665e-01  8.117126433335906e-01               5.29                    1.23
    3948  65.8000  15871177126479211  8.603782360215504e-04  1.900058977206880e-01  8.108544805153335e-01               5.26                    1.23
    3949  65.8167  15911988029035238  8.625905994821672e-04  1.908684883201702e-01  8.099941022793120e-01               5.24                    1.23
    3950  65.8333  15952741740399159  8.647998626020478e-04  1.917332881827722e-01  8.091315116798298e-01               5.22                    1.24
    3951  65.8500  15993437388724360  8.670059781182922e-04  1.926002941608905e-01  8.082667118172278e-01               5.19                    1.24
    3952  65.8667  16034074122107901  8.692088998491496e-04  1.934695030607397e-01  8.073997058391095e-01               5.17                    1.24
    3953  65.8833  16074651095490976  8.714085819838905e-04  1.943409116427236e-01  8.065304969392603e-01               5.15                    1.24
    3954  65.9000  16115167457961631  8.736049783944853e-04  1.952145166211181e-01  8.056590883572764e-01               5.12                    1.24
    3955  65.9167  16155622339493764  8.757980419167243e-04  1.960903146630348e-01  8.047854833788819e-01               5.10                    1.24
    3956  65.9333  16196014890751022  8.779877265079919e-04  1.969683023895428e-01  8.039096853369652e-01               5.08                    1.24
    3957  65.9500  16236344263111920  8.801739861644250e-04  1.978484763757072e-01  8.030316976104572e-01               5.05                    1.25
    3958  65.9667  16276609608650267  8.823567749198528e-04  1.987308331506271e-01  8.021515236242928e-01               5.03                    1.25
    3959  65.9833  16316810078310881  8.845360467469015e-04  1.996153691973740e-01  8.012691668493730e-01               5.01                    1.25
    3960  66.0000  16356944799737441  8.867117543550403e-04  2.005020809517290e-01  8.003846308026260e-01               4.99                    1.25
    3961  66.0167  16397012921429880  8.888838515843582e-04  2.013909648033134e-01  7.994979190482711e-01               4.97                    1.25
    3962  66.0333  16437013598137367  8.910522926137156e-04  2.022820170959271e-01  7.986090351966867e-01               4.94                    1.25
    3963  66.0500  16476945979274387  8.932170313327794e-04  2.031752341272599e-01  7.977179829040729e-01               4.92                    1.25
    3964  66.0667  16516809194488031  8.953780205596239e-04  2.040706121478195e-01  7.968247658727402e-01               4.90                    1.25
    3965  66.0833  16556602394420284  8.975352142504588e-04  2.049681473620699e-01  7.959293878521805e-01               4.88                    1.26
    3966  66.1000  16596324730587024  8.996885664088678e-04  2.058678359284788e-01  7.950318526379301e-01               4.86                    1.26
    3967  66.1167  16635975355076476  9.018380310694613e-04  2.067696739595483e-01  7.941321640715212e-01               4.84                    1.26
    3968  66.1333  16675553419036569  9.039835622158764e-04  2.076736575217641e-01  7.932303260404517e-01               4.82                    1.26
    3969  66.1500  16715058049504480  9.061251125247038e-04  2.085797826342888e-01  7.923263424782359e-01               4.79                    1.26
    3970  66.1667  16754488395464461  9.082626358622870e-04  2.094880452701511e-01  7.914202173657111e-01               4.77                    1.26
    3971  66.1833  16793843611469358  9.103960863968444e-04  2.103984413565480e-01  7.905119547298489e-01               4.75                    1.27
    3972  66.2000  16833122847233759  9.125254180343111e-04  2.113109667745823e-01  7.896015586434521e-01               4.73                    1.27
    3973  66.2167  16872325232105467  9.146505835765371e-04  2.122256173581588e-01  7.886890332254177e-01               4.71                    1.27
    3974  66.2333  16911449916682197  9.167715369773320e-04  2.131423888951361e-01  7.877743826418412e-01               4.69                    1.27
    3975  66.2500  16950496052616063  9.188882322476652e-04  2.140612771273838e-01  7.868576111048639e-01               4.67                    1.27
    3976  66.2667  16989462792026186  9.210006234238217e-04  2.149822777508076e-01  7.859387228726162e-01               4.65                    1.27
    3977  66.2833  17028349286183097  9.231086644960851e-04  2.159053864153037e-01  7.850177222491923e-01               4.63                    1.27
    3978  66.3000  17067154661734846  9.252123081199512e-04  2.168305987234237e-01  7.840946135846962e-01               4.61                    1.28
    3979  66.3167  17105878067925622  9.273115081758551e-04  2.177579102315995e-01  7.831694012765763e-01               4.59                    1.28
    3980  66.3333  17144518659198981  9.294062188260901e-04  2.186873164504256e-01  7.822420897684005e-01               4.57                    1.28
